call_sign,facility_id,service,licensee,status,details
WIQR,173897,FM,"VIRGINIA TECH FOUNDATION, INC",LICENSED,Click for Details
WIRC,172758,FM,MINNESOTA PUBLIC RADIO,LICENSED,Click for Details
WIRK,1246,FM,"WPB FCC LICENSE SUB, LLC",LICENSED,Click for Details
WITF-FM,73084,FM,"WITF, INC.",LICENSED,Click for Details
WITH,86349,FM,HOBART AND WILLIAM SMITH COLLEGES,LICENSED,Click for Details
WITR,57280,FM,ROCHESTER INSTITUTE OF TECHNOLOGY,LICENSED,Click for Details
WIUW,71792,FM,WESTERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WIVA-FM,2876,FM,ARSO RADIO CORPORATION,LICENSED,Click for Details
WIVK-FM,16890,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WIXY,58539,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WIYY,65693,FM,HEARST STATIONS INC.,LICENSED,Click for Details
WIZF,5893,FM,"BLUE CHIP BROADCASTING LICENSES, LTD.",LICENSED,Click for Details
WJAB,697,FM,ALABAMA A & M UNIVERSITY,LICENSED,Click for Details
WJAZ,65184,FM,TEMPLE UNIVERSITY OF THE COMMONWEALTH SYSTEM OF HIGHER ED,LICENSED,Click for Details
WJBR-FM,14374,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WJBT,51975,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJCT-FM,73125,FM,"WJCT, INC.",LICENSED,Click for Details
WJFF,54516,FM,"RADIO CATSKILL, INC.",LICENSED,Click for Details
WJFK-FM,28625,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WJFX,1065,FM,"ADAMS RADIO OF FORT WAYNE, LLC",LICENSED,Click for Details
WJGK,63943,FM,SUNRISE BROADCASTING CORPORATION,LICENSED,Click for Details
WJGL,53590,FM,"COX RADIO, LLC",LICENSED,Click for Details
WJIS,54857,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WJJK,28609,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WJKV,31936,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WJLB,59592,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJLK,14907,FM,"Townsquare License, LLC",LICENSED,Click for Details
WJMA,14710,FM,"PIEDMONT COMMUNICATIONS, INC.",LICENSED,Click for Details
WJMF,7650,FM,BRYANT UNIVERSITY,LICENSED,Click for Details
WJMH,40754,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WJMJ,62175,FM,ST. THOMAS SEMINARY,LICENSED,Click for Details
WJMN,53972,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJMR-FM,26222,FM,"LAKEFRONT COMMUNICATIONS, LLC",LICENSED,Click for Details
WJMZ-FM,1303,FM,"SM-WJMZ, LLC",LICENSED,Click for Details
WJNY,53729,FM,PUBLIC BROADCASTING COUNCIL OF CENTRAL NEW YORK,LICENSED,Click for Details
WJOX-FM,16901,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WJPT,74080,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WJRE,12236,FM,VIRDEN BROADCASTING CORP.,LICENSED,Click for Details
WJRR,51983,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WJRZ-FM,31078,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WJSP-FM,23927,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WJSR,27439,FM,"SM-WHTI, LLC",LICENSED,Click for Details
WJSU-FM,29700,FM,JACKSON STATE UNIVERSITY,LICENSED,Click for Details
WJTB-FM,24376,FM,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC.",LICENSED,Click for Details
WJTQ,12143,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WJUF,985,FM,"BOARD OF TRUSTEES, UNIVERSITY OF FLORIDA",LICENSED,Click for Details
WJVO,43773,FM,MORGAN COUNTY MEDIA LLC,LICENSED,Click for Details
WJWA,69106,FM,"WAY MEDIA, INC.",LICENSED,Click for Details
WJWV,23946,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WJYD,64717,FM,"BLUE CHIP BROADCASTING LICENSES, LTD.",LICENSED,Click for Details
WJZ-FM,1916,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKAR-FM,41683,FM,"BOARD OF TRUSTEES, MICHIGAN STATE UNIVERSITY",LICENSED,Click for Details
WKBH-FM,72206,FM,"MAGNUM COMMUNICATIONS, INC.",LICENSED,Click for Details
WKBU,52434,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKBX,54649,FM,"RADIO KINGS BAY, INC.",LICENSED,Click for Details
WKCI-FM,11930,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKCN,54670,FM,"PMB BROADCASTING, LLC",LICENSED,Click for Details
WKCR-FM,68270,FM,TRUSTEES OF COLUMBIA UNIVERSITY IN NEW YORK,LICENSED,Click for Details
WKDD,43863,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKDF,16896,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WKFR-FM,14658,FM,"Townsquare License, LLC",LICENSED,Click for Details
WKFS,70866,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKFV,11066,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WKGC-FM,25562,FM,GULF COAST STATE COLLEGE,LICENSED,Click for Details
WKGR,1245,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKGS,3205,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKHK,319,FM,"SM-WKHK, LLC",LICENSED,Click for Details
WKHL,12050,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WKHM-FM,9247,FM,"MCKIBBIN MEDIA GROUP, INC.",LICENSED,Click for Details
WKHT,40854,FM,"SM-WKHT, LLC",LICENSED,Click for Details
WKHX-FM,73161,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WKIS,64001,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKIT,25747,FM,THE ZONE CORPORATION,LICENSED,Click for Details
WKKF,17030,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKKO,22673,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WKKT,68207,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKKV-FM,68758,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKKY,47103,FM,MUSIC X-PRESS BROADCASTING CORP. OF NORTHEAST OHIO,LICENSED,Click for Details
WKLB-FM,10542,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WKLH,36370,FM,"LAKEFRONT COMMUNICATIONS, LLC",LICENSED,Click for Details
WKLL,54959,FM,GALAXY UTICA LICENSEE LLC (NEW),LICENSED,Click for Details
WKLQ,41678,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WKLR,71330,FM,"SM-WKLR, LLC",LICENSED,Click for Details
WKMD,81313,FM,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",LICENSED,Click for Details
WKMS-FM,47080,FM,"BOARD OF REGENTS, MURRAY STATE UNIVERSITY",LICENSED,Click for Details
WKNC-FM,49160,FM,NORTH CAROLINA STATE UNIVERSITY,LICENSED,Click for Details
WKNE,36834,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WKNO-FM,41887,FM,MID-SOUTH PUBLIC COMMUNICATIONS FOUNDATION,LICENSED,Click for Details
WKQC,20338,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WKQI,6592,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKQQ,68206,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKQS-FM,78161,FM,MEDIABREW COMMUNICATIONS MARQUETTE LLC,LICENSED,Click for Details
WKQX,19525,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WKRJ,34042,FM,KENT STATE UNIVERSITY,LICENSED,Click for Details
WKRK-FM,74473,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKRQ,11276,FM,"CINCINNATI FCC LICENSE SUB, LLC",LICENSED,Click for Details
WKRW,34046,FM,KENT STATE UNIVERSITY,LICENSED,Click for Details
WKRZ,34379,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKSC-FM,74178,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSE,34384,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKSF,2947,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSI-FM,26998,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSJ-FM,53145,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSL,67243,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSP,46966,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSS,53384,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKST-FM,65678,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKSU,34045,FM,KENT STATE UNIVERSITY,LICENSED,Click for Details
WKSV,34040,FM,KENT STATE UNIVERSITY,LICENSED,Click for Details
WKTG,60877,FM,"SOUND BROADCASTERS, INC.",LICENSED,Click for Details
WKTI,74095,FM,"GOOD KARMA BRANDS MILWAUKEE, LLC",LICENSED,Click for Details
WKTK,18520,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKTU,6595,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WKVB,74467,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WKVF,859,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WKVP,20842,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WKVT-FM,57780,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WKVW,54370,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WKWM,122606,FM,"THE SCHOOL BOARD OF MIAMI - DADE COUNTY, FL",LICENSED,Click for Details
WKWS,71661,FM,WEST VIRGINIA RADIO CORPORATION OF CHARLESTON,LICENSED,Click for Details
WKXB,59481,FM,"SUNRISE BROADCASTING, LLC",LICENSED,Click for Details
WKXC-FM,24147,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WKXJ,14735,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WKXW,53458,FM,"Townsquare License, LLC",LICENSED,Click for Details
WKYS,73200,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WKYU-FM,71856,FM,WESTERN KENTUCKY UNIVERSITY,LICENSED,Click for Details
WKZW,14021,FM,"BLAKENEY COMMUNICATIONS, INC.",LICENSED,Click for Details
WLAI,52309,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WLAV-FM,41680,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WLCA,37167,FM,LEWIS & CLARK COMMUNITY COLLEGE,LICENSED,Click for Details
WLDI,2680,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLDR-FM,24974,FM,"N CONTENT MARKETING, LLC",LICENSED,Click for Details
WLEN,37019,FM,LENAWEE BROADCASTING COMPANY,LICENSED,Click for Details
WLEV,39875,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WLFA,2922,FM,"RADIO TRAINING NETWORK, INC",LICENSED,Click for Details
WLFJ-FM,54856,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WLFP,2686,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLFS,85801,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WLGZ-FM,34818,FM,DJRO BROADCASTING LLC,LICENSED,Click for Details
WLHK,19522,FM,"EMMIS RADIO LICENSE, LLC",LICENSED,Click for Details
WLHT-FM,37457,FM,"TOWNSQUARE MEDIA OF GRAND RAPIDS, INC.",LICENSED,Click for Details
WLIF,28637,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLIT-FM,70042,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLIW-FM,38340,FM,WNET,LICENSED,Click for Details
WLJA-FM,36892,FM,"TRI-STATE COMMUNICATIONS, INC.",LICENSED,Click for Details
WLKI,36273,FM,"SWICK BROADCASTING COMPANY, INC.",LICENSED,Click for Details
WLKK,9250,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLKO,68211,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLKT,29575,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLLD,51987,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WLLR-FM,60361,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLLY-FM,24230,FM,GLADES MEDIA COMPANY LLP,LICENSED,Click for Details
WLLZ,59952,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLMG,34376,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLND,72371,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLNK,30834,FM,"RADIO ONE OF NORTH CAROLINA, LLC",LICENSED,Click for Details
WLNZ,36537,FM,LANSING COMMUNITY COLLEGE,LICENSED,Click for Details
WLRH,719,FM,ALABAMA EDUCATIONAL TELEVISION COMMISSION,LICENSED,Click for Details
WLRN-FM,66339,FM,"THE SCHOOL BOARD OF MIAMI-DADE COUNTY, FLORIDA",LICENSED,Click for Details
WLRQ-FM,20372,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLRW,58542,FM,"SAGA COMMUNICATIONS OF ILLINOIS, LLC",LICENSED,Click for Details
WLS-FM,73228,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WLSN,92302,FM,MINNESOTA PUBLIC RADIO,LICENSED,Click for Details
WLTB,71400,FM,"GM BROADCASTING, INC.",LICENSED,Click for Details
WLTC,60372,FM,"PMB BROADCASTING, LLC",LICENSED,Click for Details
WLTJ,73889,FM,"WPNT MEDIA SUBSIDIARY, LLC",LICENSED,Click for Details
WLTW,56571,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLTY,4667,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLUB,59250,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WLVQ,11277,FM,"FRANKLIN COMMUNICATIONS, INC.",LICENSED,Click for Details
WLVU,26689,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WLVW,73252,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WLYF,30827,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLZL,20983,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WLZX-FM,46963,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WMAB-FM,43212,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAD,50055,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMAE-FM,43190,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAG,73258,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMAH-FM,43198,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAL-FM,70037,FM,RADIO LICENSE HOLDINGS LLC,LICENSED,Click for Details
WMAO-FM,43177,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAU-FM,43185,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAV-FM,43213,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAW-FM,43188,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMAX-FM,27471,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMBI-FM,66063,FM,THE MOODY BIBLE INSTITUTE OF CHICAGO,LICENSED,Click for Details
WMBJ,76588,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WMCI,65572,FM,"THE CROMWELL GROUP, INC. OF ILLINOIS",LICENSED,Click for Details
WMEA,39655,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMED,39646,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMEE,51726,FM,PATHFINDER COMMUNICATIONS CORPORATION,LICENSED,Click for Details
WMEF,39653,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMEH,39650,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMEM,39661,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMEP,92566,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMEW,39645,FM,MAINE PUBLIC BROADCASTING CORPORATION,LICENSED,Click for Details
WMFE-FM,12857,FM,"COMMUNITY COMMUNICATIONS, INC.",LICENSED,Click for Details
WMFS-FM,4653,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMGC-FM,40407,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WMGF,51981,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMGK,25094,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WMGQ,55179,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WMGS,70880,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WMGV,48400,FM,"CMG COASTAL CAROLINA, LLC",LICENSED,Click for Details
WMGX,58548,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WMHH,30571,FM,"MARS HILL BROADCASTING COMPANY, INC.",LICENSED,Click for Details
WMHK,12410,FM,EDUCATIONAL MEDIA FOUNDATION,LICENSED,Click for Details
WMHT-FM,73266,FM,WMHT EDUCATIONAL TELECOMMUNICATIONS,LICENSED,Click for Details
WMIA-FM,51978,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMIB,67193,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMIL-FM,63919,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMIM,37119,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WMIT,5970,FM,BLUE RIDGE BROADCASTING CORPORATION,LICENSED,Click for Details
WMJI,73268,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMJJ,2111,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMJX,25052,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMKL,61087,FM,"RADIO MARIA, INC.",LICENSED,Click for Details
WMKO,69378,FM,THE FLORIDA GULF COAST UNIVERSITY BOARD OF TRUSTEES,LICENSED,Click for Details
WMKS,74204,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMKY,43765,FM,MOREHEAD STATE UNIVERSITY,LICENSED,Click for Details
WMLL,17278,FM,"SAGA COMMUNICATIONS OF NEW ENGLAND, LLC",LICENSED,Click for Details
WMLS,92306,FM,MINNESOTA PUBLIC RADIO,LICENSED,Click for Details
WMMJ,54712,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WMMM-FM,73663,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMMO,23444,FM,"COX RADIO, LLC",LICENSED,Click for Details
WMMR,25438,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WMMS,73273,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMMX,1904,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMNF,47459,FM,NATHAN B. STUBBLEFIELD FOUNDATION,LICENSED,Click for Details
WMOR-FM,73279,FM,"MORGAN COUNTY INDUSTRIES, INC.",LICENSED,Click for Details
WMOT,41997,FM,MIDDLE TENNESSEE STATE UNIVERSITY,LICENSED,Click for Details
WMOV-FM,31123,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMPG,69132,FM,UNIVERSITY OF MAINE SYSTEM,LICENSED,Click for Details
WMPN-FM,46682,FM,MISSISSIPPI AUTHORITY FOR EDUCATIONAL TV,LICENSED,Click for Details
WMQR,40648,FM,"TIDEWATER COMMUNICATIONS, LLC",LICENSED,Click for Details
WMQX,22925,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMRK-FM,59383,FM,"ALEXANDER BROADCASTING COMPANY, LLC",LICENSED,Click for Details
WMRQ-FM,74279,FM,RED WOLF BROADCASTING CORPORATION,LICENSED,Click for Details
WMSL,53562,FM,"RADIO TRAINING NETWORK, INC.",LICENSED,Click for Details
WMSX,1915,FM,"TOWNSQUARE MEDIA OF BUFFALO, INC.",LICENSED,Click for Details
WMTR-FM,48957,FM,"NOBCO, INC.",LICENSED,Click for Details
WMTX,23078,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMUB,66278,FM,THE PRESIDENT & TRUSTEES OF MIAMI UNIVERSITY,LICENSED,Click for Details
WMUK,71874,FM,WESTERN MICHIGAN UNIVERSITY,LICENSED,Click for Details
WMUM-FM,23939,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WMUS,70635,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMUZ-FM,73298,FM,"WMUZ RADIO, INC.",LICENSED,Click for Details
WMVE,90273,FM,VPM MEDIA CORPORATION,LICENSED,Click for Details
WMVN,85534,FM,"WOLF RADIO, INC.",LICENSED,Click for Details
WMXC,8696,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMXD,59596,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMXJ,30840,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMXL,68208,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMXY,73154,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMXZ,6634,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WMYI,59818,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WMYX-FM,27029,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WMYZ,27291,FM,"CENTRAL FLORIDA EDUCATIONAL FOUNDATION, INC.",LICENSED,Click for Details
WMZQ-FM,73305,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNAX-FM,57839,FM,"SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC",LICENSED,Click for Details
WNBL,27580,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNCC,14551,FM,SUTTON RADIOCASTING CORPORATION,LICENSED,Click for Details
WNCD,13668,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNCH,84441,FM,VERMONT PUBLIC CO.,LICENSED,Click for Details
WNCI,47741,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNCU,49162,FM,NORTH CAROLINA CENTRAL UNIVERSITY,LICENSED,Click for Details
WNCW,29262,FM,ISOTHERMAL COMMUNITY COLLEGE,LICENSED,Click for Details
WNCX,41390,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WNDD,737,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WNDN,72201,FM,"SAGA SOUTH COMMUNICATIONS, LLC",LICENSED,Click for Details
WNDX,71438,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WNED-FM,27669,FM,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION,LICENSED,Click for Details
WNEF,93889,FM,UNIVERSITY OF MASSACHUSETTS,LICENSED,Click for Details
WNEW-FM,25442,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WNGH-FM,2309,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WNGU,76477,FM,GEORGIA PUBLIC TELECOMMUNICATIONS COMMISSION,LICENSED,Click for Details
WNIC,6594,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNIJ,49550,FM,NORTHERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WNIN-FM,67801,FM,"WNIN TRI-STATE PUBLIC MEDIA, INC.",LICENSED,Click for Details
WNIU,49545,FM,NORTHERN ILLINOIS UNIVERSITY,LICENSED,Click for Details
WNJA,71913,FM,WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION,LICENSED,Click for Details
WNKO,57936,FM,"RUNNYMEDE, INC.",LICENSED,Click for Details
WNKS,53975,FM,"BEASLEY MEDIA GROUP LICENSES, LLC",LICENSED,Click for Details
WNKT,38900,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WNMU-FM,49572,FM,"BOARD OF CONTROL, NORTHERN MICHIGAN UNIVERSITY",LICENSED,Click for Details
WNND,60590,FM,"FRANKLIN COMMUNICATIONS, INC.",LICENSED,Click for Details
WNNF,59593,FM,CUMULUS LICENSING LLC,LICENSED,Click for Details
WNNL,9728,FM,"RADIO ONE LICENSES, LLC",LICENSED,Click for Details
WNNX,6809,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WNOE-FM,58394,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNOH,69570,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNOI,25753,FM,"H & R COMMUNICATIONS, INC.",LICENSED,Click for Details
WNOR,67080,FM,"TIDEWATER COMMUNICATIONS, LLC",LICENSED,Click for Details
WNOX,29741,FM,"SM-WNOX, LLC",LICENSED,Click for Details
WNPE,22874,FM,RHODE ISLAND PUBLIC RADIO,LICENSED,Click for Details
WNPN,163899,FM,"RHODE ISLAND PUBLIC RADIO, INCORPORATED",LICENSED,Click for Details
WNPR,13627,FM,"CONNECTICUT PUBLIC BROADCASTING, INC",LICENSED,Click for Details
WNRK,90728,FM,KENT STATE UNIVERSITY,LICENSED,Click for Details
WNRQ,34392,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNRW,60706,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WNSB,49021,FM,NORFOLK STATE UNIVERSITY BOARD OF VISITORS,LICENSED,Click for Details
WNTQ,50514,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
WNTR,47143,FM,RADIO LICENSE HOLDING SRC LLC,LICENSED,Click for Details
WNUE-FM,46969,FM,"Radio Training Network, Inc.",LICENSED,Click for Details
WNVZ,40755,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WNWV,19462,FM,"RUBBER CITY RADIO GROUP, INC.",LICENSED,Click for Details
WNYC-FM,73355,FM,NEW YORK PUBLIC RADIO,LICENSED,Click for Details
WNYE,3539,FM,NEW YORK CITY DEPT. OF INFO TECHNOLOGY & TELECOMMUNICATIONS,LICENSED,Click for Details
WNYL,58579,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WOAH,64632,FM,"LIBERTY RADIO, INC.",LICENSED,Click for Details
WOBO,71288,FM,"EDUCATIONAL COMMUNITY RADIO, INC.",LICENSED,Click for Details
WOCL,10138,FM,"AUDACY LICENSE, LLC",LICENSED,Click for Details
WODC,52042,FM,"IHM LICENSES, LLC",LICENSED,Click for Details
WODE-FM,8595,FM,"RADIO LICENSE HOLDING CBC, LLC",LICENSED,Click for Details
