gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
58563,De vlegeljaren van Pietje Bell,"Abkoude, Christiaan van",50030,nl,Browsing: Children & Young Adult Reading/Browsing: Literature,Public domain in the USA.,TRUE
58564,Hirvenhovin Elisa,"Beskow, Elisabeth Maria",44894,fi,Browsing: Language & Communication/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58565,"History of Greece, Volume 03 (of 12)","Grote, George",4168,en,Browsing: History - European/Browsing: History - General,Public domain in the USA.,TRUE
58566,Travels and Adventures of Little Baron Trump and His Wonderful Dog Bulger,"Lockwood, Ingersoll",9462,en,Browsing: Children & Young Adult Reading/Browsing: Humour/Browsing: Fiction,Public domain in the USA.,TRUE
58567,Plutarch on the Delay of the Divine Justice,Plutarch,342,en,Browsing: History - General/Browsing: Philosophy & Ethics,Public domain in the USA.,TRUE
58568,Tales of the Trail: Short Stories of Western Life,"Inman, Henry",1850,en,Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Fiction,Public domain in the USA.,TRUE
58569,Beyond the Horizon,"O'Neill, Eugene",1359,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58570,"Condition of the American Colored Population, and of the Colony at Liberia",American Colonization Society,50033,en,Browsing: Culture/Civilization/Society/Browsing: History - American,Public domain in the USA.,TRUE
58571,Foreign Butterflies,"Duncan, James",50034,en,Browsing: Nature/Gardening/Animals/Browsing: Science - General,Public domain in the USA.,TRUE
58572,Index of the Project Gutenberg Works of Tobias Smollett,"Smollett, T. (Tobias)",838,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58573,Index of the Project Gutenberg Works of Leonid Andreyev,"Andreyev, Leonid",1871,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58574,Index of the Project Gutenberg Works of Arthur Conan Doyle,"Doyle, Arthur Conan",69,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58575,"Audubon's western journal: 1849-1850
Being the MS. record of a trip from New York to Texas, and an overland journey through Mexico and Arizona to the gold-fields of California","Audubon, John Woodhouse",50037,en,Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58576,Fifty Years a Detective: 35 Real Detective Stories,"Furlong, Thomas",50039,en,Browsing: Crime/Mystery/Browsing: Sociology,Public domain in the USA.,TRUE
58577,The Fur-Seal's Tooth: A Story of Alaskan Adventure,"Munroe, Kirk",1480,en,Browsing: Children & Young Adult Reading/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
58578,Historical Tales and Legends of the Highlands,NA,NA,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58579,Miei Pensieri di varia Umanità,"Pascoli, Giovanni",41750,it,IT Letteratura/Browsing: Language & Communication/Browsing: Literature,Public domain in the USA.,TRUE
58580,"John L. Stoddard's Lectures, Vol. 01 (of 10)
Norway, Switzerland, Athens, Venice","Stoddard, John L. (John Lawson)",3837,en,Browsing: Culture/Civilization/Society/Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58581,The Story of the Siren,"Forster, E. M. (Edward Morgan)",975,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58582,St. Martin's Eve: A Novel,"Wood, Henry, Mrs.",1177,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58583,Index of the Project Gutenberg Works of John Stuart Mill,"Mill, John Stuart",1705,en,Browsing: Philosophy & Ethics,Public domain in the USA.,TRUE
58584,Index of the Project Gutenberg Works of Frédéric Bastiat,"Bastiat, Frédéric",6395,en,Browsing: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
58585,The Prophet,"Gibran, Kahlil",1813,en,Browsing: Literature/Browsing: Poetry/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58586,"Bird Houses, Baths and Feeding Shelters: How to Make and Where to Place Them","Sawyer, Edmund J. (Edmund Joseph)",35446,en,Browsing: How To.../Browsing: Nature/Gardening/Animals,Public domain in the USA.,TRUE
58587,"Devils Tower National Monument, Wyoming (1984)",United States. National Park Service,45167,en,Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58588,"Petersburg National Military Park, Virginia","Lykes, Richard Wayne",47030,en,Browsing: History - American/Browsing: History - Warfare,Public domain in the USA.,TRUE
58589,"The Boys' and Girls' Pliny
Being parts of Pliny's ""Natural History"" edited for boys and girls, with an Introduction","Pliny, the Elder",50041,en,Browsing: Children & Young Adult Reading/Browsing: Science - General,Public domain in the USA.,TRUE
58590,"La Réunion, a French Settlement in Texas","Hammond, William Jackson",50042,en,Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: History - General,Public domain in the USA.,TRUE
58590,"La Réunion, a French Settlement in Texas","Hammond, Margaret F.",50043,en,Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: History - General,Public domain in the USA.,TRUE
58591,Hygiene: a manual of personal and public health (New Edition),"Newsholme, Arthur, Sir",50044,en,Browsing: Environmental Issues/Browsing: Health & Medicine/Browsing: History - British,Public domain in the USA.,TRUE
58592,"Milch Cows and Dairy Farming
Comprising the Breeds, Breeding, and Management, in Health and Disease, of Dairy and Other Stock, the Selection of Milch Cows, with a Full Explanation of Guenon's Method; The Culture of Forage Plants, and the Production of Milk, Butter, and Cheese: Embodying the Most Recent Improvements, and Adapted to Farming in the United States and British Provinces. With a Treatise upon the Dairy Husbandry of Holland; To Which Is Added Horsfall's System of Dairy Management","Flint, Charles Louis",50045,en,Browsing: Cooking & Drinking/Browsing: History - American/Browsing: Science - Earth/Agricultural/Farming,Public domain in the USA.,TRUE
58593,The Garden of God,"Stacpoole, H. De Vere (Henry De Vere)",219,en,Browsing: Literature/Browsing: Travel & Geography/Browsing: Fiction,Public domain in the USA.,TRUE
58594,White Lightning,"Lewis, Edwin Herbert",50046,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58595,The Golden Boys Rescued by Radio,"Wyman, L. P. (Levi Parker)",42061,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58596,"Character Sketches of Romance, Fiction, and the Drama, Vol. 2
A Revised American Edition of the Reader's Handbook","Brewer, Ebenezer Cobham",3978,en,Browsing: Encyclopedias/Dictionaries/Reference/Browsing: Literature,Public domain in the USA.,TRUE
58597,The Meredith Mystery,"Lincoln, Natalie Sumner",711,en,Browsing: Crime/Mystery/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58598,Another Brownie Book,"Cox, Palmer",35178,en,Browsing: Children & Young Adult Reading/Browsing: Poetry,Public domain in the USA.,TRUE
58599,"The Devil and Parson Church; or, Birds of a feather",Anonymous,216,en,Browsing: History - British/Browsing: Law & Criminology,Public domain in the USA.,TRUE
58600,"The Sacrifice of Life Slain by the Twenty-nine Instruments of Death
Being the Substance of a Sermon Preached on Sunday Morning, Nov. 28, 1813 at the Obelisk Chapel","Church, J. (John)",49727,en,Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58601,"Hiking Westward
Being the Story of Two Boys Whose Ambition Led Them to Face Privations and Hardships in Their Quest of a Home in the Great West","Conant, Roger William",50047,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Fiction,Public domain in the USA.,TRUE
58602,"A Treatise on Fractures, Luxations, and Other Affections of the Bones","Desault, P.-J. (Pierre-Joseph)",50048,en,Browsing: Health & Medicine,Public domain in the USA.,TRUE
58603,"Christ the True Melchisedec
Being the substance of a sermon, preached on Sunday evening, July 24th, 1813, at the Obelisk Chapel","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58604,"The Olivia Letters
Being Some History of Washington City for Forty Years as Told by the Letters of a Newspaper Correspondent","Briggs, Emily Edson",50050,en,Browsing: History - American,Public domain in the USA.,TRUE
58605,"The Boot and Shoe Manufacturers' Assistant and Guide.
Containing a Brief History of the Trade. History of India-rubber and Gutta-percha, and Their Application to the Manufacture of Boots and Shoes. Full Instructions in the Art, With Diagrams and Scales, Etc., Etc. Vulcanization and Sulphurization, English and American Patents. With an Elaborate Treatise on Tanning.",NA,NA,en,Browsing: Business/Management/Browsing: Engineering & Construction/Browsing: Science - General,Public domain in the USA.,TRUE
58606,"An Essay on Laughter: Its Forms, Its Causes, Its Development and Its Value","Sully, James",7616,en,Browsing: Humour/Browsing: Philosophy & Ethics/Browsing: Psychiatry/Psychology,Public domain in the USA.,TRUE
58607,"Ludwig Tieck
Erinnerungen aus dem Leben des Dichters nach dessen mündlichen und schriftlichen Mitteilungen","Köpke, Rudolf (Ernst Rudolf Anastasius)",46178,de,Browsing: Biographies/Browsing: Literature,Public domain in the USA.,TRUE
58608,"The Boy Travellers in the Far East, Part Third
Adventures of Two Youths in a Journey to Ceylon and India; With Descriptions of Borneo, the Philippine Islands and Burmah","Knox, Thomas Wallace",5229,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58609,Buried Treasure of Casco Bay: A Guide for the Modern Hunter,"Kennedy, Ben F.",50052,en,Browsing: History - American/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58610,"Fort Raleigh National Historic Site, North Carolina","Porter, Charles W., III (Charles Wesley)",50053,en,Browsing: History - American/Browsing: History - General,Public domain in the USA.,TRUE
58611,"New Hampshire, A Poem; with Notes and Grace Notes","Frost, Robert",1091,en,Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
58612,"The Ornithologist and Oölogist. Vol. VIII No. 3, March 1883
Birds: Their Nests and Eggs",Various,116,en,Browsing: Nature/Gardening/Animals/Browsing: Science - General,Public domain in the USA.,TRUE
58613,"The Phœnix of Sodom; or, the Vere Street Coterie
Being an Exhibition of the Gambols Practised by the Ancient Lechers of Sodom and Gomorrah, Embellished and Improved with the Modern Refinements in Sodomitical Practices, by the Members of the Vere Street Coterie, of Detestable Memory.","Holloway, Robert",50055,en,Browsing: Law & Criminology,Public domain in the USA.,TRUE
58614,"Mediæval London, Volume 2: Ecclesiastical","Besant, Walter",5404,en,Browsing: Culture/Civilization/Society/Browsing: History - European/Browsing: History - General/Browsing: History - Medieval/The Middle Ages,Public domain in the USA.,TRUE
58615,Lirica,"Vivanti, Annie",37364,it,IT Poesia/Browsing: Literature/Browsing: Poetry,Public domain in the USA.,TRUE
58616,"The Voice of Faith in the Valley of Achor: Vol. 1 [of 2]
being a series of letters to several friends on religious subjects","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58617,The Last Rebel,"Altsheler, Joseph A. (Joseph Alexander)",2561,en,Browsing: History - American/Browsing: Fiction,Public domain in the USA.,TRUE
58618,"The Voice of Faith in the Valley of Achor: Vol. 2 [of 2]
being a series of letters to several friends on religious subjects","Church, J. (John)",49727,en,Browsing: Philosophy & Ethics/Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58619,The Hymn-Book of the Modern Church: Brief studies of hymns and hymn-writers,"Gregory, Arthur E. (Arthur Edwin)",50057,en,Browsing: Religion/Spirituality/Paranormal,Public domain in the USA.,TRUE
58620,The Power of a Lie,"Bojer, Johan",1069,en,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58621,War-Time Breads and Cakes,"Handy, Amy L. (Amy Littlefield)",50058,en,Browsing: Cooking & Drinking,Public domain in the USA.,TRUE
58622,The Briary Bush: A Novel,"Dell, Floyd",2100,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58623,Open Letter to President McKinley by Colored People of Massachusetts,Colored National League,50059,en,Browsing: Culture/Civilization/Society/Browsing: History - American/Browsing: Politics,Public domain in the USA.,TRUE
58624,"Sailor and beachcomber
Confessions of a life at sea, in Australia, and amid the islands of the Pacific","Safroni-Middleton, A. (Arnold)",50060,en,Browsing: History - General/Browsing: Travel & Geography,Public domain in the USA.,TRUE
58625,"Hours in a Library, Volume 3
New Edition, with Additions","Stephen, Leslie",3802,en,Browsing: History - General/Browsing: Literature,Public domain in the USA.,TRUE
58626,North Woods Manhunt (A Sugar Creek Gang Story),"Hutchens, Paul",32685,en,Browsing: Children & Young Adult Reading/Browsing: Culture/Civilization/Society/Browsing: Fiction,Public domain in the USA.,TRUE
58627,"Bob Steele in Strange Waters; or, Aboard a Strange Craft","Grayson, Donald",50061,en,Browsing: Children & Young Adult Reading/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58628,Watermelon Mystery at Sugar Creek,"Hutchens, Paul",32685,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58629,The Magic Makers and the Bramble Bush Man,"Sutton, Margaret",44495,en,Browsing: Children & Young Adult Reading/Browsing: Fiction,Public domain in the USA.,TRUE
58630,Pyhä sontiainen: Kuvaus porttola-elämästä,"Jerusalem, Else",50062,fi,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58631,Nuoren tytön elämäntarina,"Levetzow, Cornelia",37196,fi,Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58632,The Maryland Line in the Confederate States Army.,"Goldsborough, W. W. (William Worthington)",50065,en,Browsing: History - American/Browsing: History - Warfare,Public domain in the USA.,TRUE
58633,An Irish Cousin; vol. 1/2,"Somerville, E. Oe. (Edith Oenone)",5334,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
58633,An Irish Cousin; vol. 1/2,"Ross, Martin",5335,en,Browsing: Culture/Civilization/Society/Browsing: Literature/Browsing: Fiction,Public domain in the USA.,TRUE
