SID,YEAR,MONTH,DAY,LAKE,STATE_PROV,SITE,ST_SITE,LATITUDE,LONGITUDE,GRID,STAT_DIST,LS_MGMT,SPECIES,STRAIN,NO_STOCKED,YEAR_CLASS,STAGE,AGEMONTH,MARK,MARK_EFF,TAG_NO,TAG_RET,LENGTH,WEIGHT,CONDITION,LOT_CODE,STOCK_METH,AGENCY,VALIDATION,NOTES
146,1964,,,SU,ON,ROSSPORT,ROSSPORT,,,128,OS3,,LAT,,47210,1963,y,15,ADLV,,,,,472.1,0,IL(WS)63W-PA-DOR,u,OMNR,5,
147,1964,,,SU,ON,SAWPIT,,,,1245,OS7,,LAT,,25000,1963,y,15,ADLP,,,,,125,0,TAR(SUP)63D-TAR,u,OMNR,5,
148,1964,,,SU,ON,SAWPIT,,,,1245,OS7,,LAT,,43500,1963,y,15,ADLP,,,,,217.5,0,HL(SUP)63D-TAR,u,OMNR,5,
149,1964,,,SU,ON,SAWPIT,,,,1245,OS7,,LAT,,56500,1963,y,15,ADLP,,,,,282.5,0,IL(MAN)63W-TAR,u,OMNR,5,
158,1965,5,11,SU,ON,BEAUVIER PT,BEAUVIER,,,744,OS6,,LAT,,11000,1964,y,16,RPLV,,,,,55,0,HL(SUP)64D-TAR,b,OMNR,5,
159,1965,5,11,SU,ON,HURSLEY ISL,HURSLEY,,,943,OS6,,LAT,,11000,1964,y,16,RPLV,,,,,55,0,HL(SUP)64D-TAR,u,OMNR,5,
160,1965,5,13,SU,ON,MICHIPICOTEN RIVER,MICHIPICOTEN,,,744,OS6,,LAT,,10450,1964,y,16,RPLV,,,,,52.25,0,IL(MAN)64W-TAR,b,OMNR,5,
161,1965,5,13,SU,ON,SMOKEY PT,,,,744,OS6,,LAT,,10450,1964,y,16,RPLV,,,,,52.25,0,IL(MAN)64W-TAR,b,OMNR,5,
162,1965,5,16,SU,ON,MARATHON,MARATHON,,,235,OS5,,LAT,,4950,1964,y,16,DORP,,,,,99,0,IL(DRY)64W-DOR,u,OMNR,5,
163,1965,5,16,SU,ON,MARATHON,MARATHON,,,235,OS5,,LAT,,6770,1964,y,16,DORP,,,,,135.4,0,IL(LL)64W-DOR,u,OMNR,5,
164,1965,5,17,SU,ON,MARATHON,MARATHON,,,235,OS5,,LAT,,21270,1964,y,16,DORP,,,,,425.4,0,MQ(SUP)64D-ST.CR.DOR,u,OMNR,5,
165,1965,5,26,SU,MN,,,,,,M1,,LAT,,35000,,fry,1,NC,,,,,,0,,u,,5,
166,1965,6,3,SU,MN,BEAVER BAY,BEAVER,,,1106,M2,,LAT,MI,25645,1964,y,16,ADBV,,,,,351.34,0,MQ(SUP)64D-TN-PC-SC,u,USFWS,5,
167,1965,6,3,SU,MN,SPLIT ROCK RIVER,SPLIT,,,1106,M2,,LAT,MI,25645,1964,y,16,ADBV,,,,,351.34,0,MQ(SUP)64D-TN-PC-SC,u,USFWS,5,
168,1965,6,10,SU,MN,GRAND MARAIS,GRAND MARAIS,,,811,M3,,LAT,MI,25223,1964,y,16,ADBV,,,,,385.91,0,MQ(SUP)64D-TN-PC-SC,u,USFWS,5,
169,1965,6,10,SU,MN,HOVLAND,HOVLAND,,,714,M3,MN3,LAT,MI,25223,1964,y,16,ADBV,,,,,385.91,0,MQ(SUP)64D-TN-PC-SC,u,USFWS,5,
170,1965,6,29,SU,MI,PENDILLS BAY,PENDILLS,,,1645,MS6,MI8,LAT,,99650,1964,y,16,RV,,,,,1793.7,0,MQ(SUP)64D-TN-PC-SC,u,USFWS,5,
171,1965,10,7,SU,MN,KNIFE RIVER,KNIFE,,,1303,M1,,LAT,MI,16098,1965,ff,,RP,,,,,45.07,0,MQ(SUP)65D-LAN,u,MNDNR,5,
172,1965,10,7,SU,MN,SPLIT ROCK RIVER,SPLIT,,,1106,M2,,LAT,MI,16098,1965,ff,,RP,,,,,45.07,0,MQ(SUP)65D-LAN,u,MNDNR,5,
173,1965,10,7,SU,MN,STONEY POINT PALMERS,STONEY POINT,,,1303,M1,,LAT,MI,16099,1965,ff,,RP,,,,,45.08,0,MQ(SUP)65D-LAN,u,MNDNR,5,
174,1965,10,21,SU,MN,BEAVER BAY,BEAVER,,,1106,M2,,LAT,MI,27360,1965,ff,,RP,,,,,87.55,0,MQ(SUP)65D-LAN,u,MNDNR,5,
175,1965,10,21,SU,MN,KNIFE RIVER,KNIFE,,,1303,M1,,LAT,MI,23727,1965,ff,,RP,,,,,75.93,0,MQ(SUP)65D-LAN,u,MNDNR,5,
176,1965,10,21,SU,MN,SPLIT ROCK RIVER,SPLIT,,,1106,M2,,LAT,MI,50137,1965,ff,,RP,,,,,135.37,0,MQ(SUP)65D-LAN,u,MNDNR,5,
177,1965,,,MI,MI,BEAVER-FOX ISL AREA,BEAVER,,,514,MM3,,LAT,,102000,1964,y,15,DO,,,,,2244,0,MQ(SUP)64D-JR,u,MIDNR,5,
178,1965,,,MI,MI,EPOUFETTE,EPOUFETTE,,,117,MM3,,LAT,,314997,1964,y,18,LV,,,,,9764.91,0,HA & MQ(SUP)64D-JR,u,USFWS,5,17-19 months of age
179,1965,,,MI,MI,GREILICKVILLE,GREILICKVILLE,,,915,MM4,,LAT,,100500,1964,y,15,RV,,,,,1507.5,0,HA & MQ(SUP)64D-JR,u,USFWS,5,
180,1965,,,MI,MI,GULLIVER,GULLIVER,,,213,MM3,,LAT,,313970,1964,y,18,LV,,,,,9419.1,0,HA & MQ(SUP)64D-JR,u,USFWS,5,17-19 months of age
181,1965,,,MI,WI,GILLS ROCK,,,,606,WM2,,LAT,,103000,1964,y,15,AD,,,,,1957,0,HA(SUP)64D-JR,u,WIDNR,5,
182,1965,,,MI,WI,KEWAUNEE,,,,1104,WM4,,LAT,,101600,1964,y,,AD,,,,,1727.2,0,HA(SUP)64D-JR,b,USFWS,5,
183,1965,,,MI,MI,NAUBINWAY,,,,116,MM3,,LAT,,237811,1964,y,18,LV,,,,,6896.52,0,HA & MQ(SUP)64D-JR,u,USFWS,5,17-19 months of age
184,1965,,,MI,WI,ALGOMA KEWAUNEE,ALGOMA,,,,WM4,,RBT,,3730,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
185,1965,,,MI,WI,EASTERN DOOR COUNTY,EASTERN DOOR,,,,WM3,,RBT,,19100,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
186,1965,,,MI,WI,SHEBOYGAN,SHEBOYGAN,,,1502,WM5,,RBT,,2000,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
187,1965,,,SU,WI,APOSTLE ISLES,APOSTLE,,,,WISC,WI2,LAT,,62025,1964,y,15,AD,,,,,1426.58,0,BAY(AI)64D-BAY,u,WIDNR,5,13-17 months of age
188,1965,,,SU,WI,APOSTLE ISLES,APOSTLE,,,,WISC,WI2,LAT,,73110,1964,y,,AD,,,,,1681.53,0,MQ(SUP)64D-ST.CR.,u,WIDNR,5,
189,1965,,,SU,WI,APOSTLE ISLES,APOSTLE,,,,WISC,WI2,LAT,,94321,1964,y,,AD,,,,,2169.38,0,MQ(SUP)64D-ST.CR-HAY,u,WIDNR,5,
190,1965,,,SU,WI,APOSTLE ISLES,APOSTLE,,,,WISC,WI2,LAT,,117994,1964,y,15,AD,,,,,2713.86,0,BAY(AI)64D-BAY-WR,u,WIDNR,5,13-17 months of age
191,1965,,,SU,MI,BETE GRISE,BETE GRISE,,,1026,MS3,MI4,LAT,,41000,1964,y,,LV,,,,,738,0,MQ(SUP)64D-TN-PC,u,USFWS,5,
192,1965,,,SU,ON,BLACK BAY,BLACK,,,322,OS2,,LAT,,84620,1964,y,16,LPRV,,,,,1692.4,0,MQ(SUP)64D-ST.CR.DOR,u,OMNR,5,
193,1965,,,SU,ON,CAP CHALLION,CAP CHALLION,,,843,OS6,,LAT,,63050,1964,y,16,RPLV,,,,,315.25,0,HL(SUP)64D-TAR,b,OMNR,5,
194,1965,,,SU,WI,GULL ISL SHOAL,GULL IS,,,1311,WISC,,LAT,,100000,1964,y,15,LP,,,,,2000,0,BAY(AI)64D-BAY,b,WIDNR,5,
195,1965,,,SU,MI,HURON BAY,HURON,,,1424,MS3,MI4,LAT,,49200,1964,y,,LV,,,,,885.6,0,MQ(SUP)64D-TN-PC,u,USFWS,5,
196,1965,,,SU,MI,MARQUETTE HARBOR,MARQUETTE,,,1529,MS4,MI5,LAT,,46200,1964,y,,LV,,,,,831.6,0,MQ(SUP)64D-TN-PC,u,USFWS,5,
197,1965,,,SU,ON,MARATHON,MARATHON,,,235,OS5,,LAT,,50030,1964,y,16,DORP,,,,,1000.6,0,IL(WS)64W-DOR,u,OMNR,5,
198,1965,,,SU,ON,MICHIPICOTEN HARBOR,MICHIPICOTEN,,,744,OS6,,LAT,,63050,1964,y,16,RPLV,,,,,315.25,0,HL(SUP)64D-TAR,u,OMNR,5,
199,1965,,,SU,ON,NIPIGON BAY,NIPIGON,,,124,OS3,,LAT,,75000,1964,y,16,DOLP,,,,,450,0,TAR(SUP)64D-TAR,u,OMNR,5,
200,1965,,,SU,ON,OLD WOMAN-CHALLION,OLD WOMAN,,,844,OS6,,LAT,,56000,1964,y,16,RPLV,,,,,280,0,TAR(SUP)64D-TAR,u,OMNR,5,
201,1965,,,SU,MI,PEQUAMING POINT,PEQUAMING,,,1323,MS3,MI4,LAT,,79100,1964,y,,LV,,,,,1423.8,0,MQ(SUP)64D-TN-PC,u,USFWS,5,
202,1965,,,SU,MI,PORCUPINE MTS PARK,PORCUPINE,,,1315,MS2,MI2,LAT,,193360,1964,y,,BV,,,,,2707.04,0,MQ(SUP)64D-TN-PC,u,USFWS,5,
203,1965,,,SU,MI,SHELTER BAY,,,,1632,MS4,MI6,LAT,,34600,1964,y,,LV,,,,,622.8,0,MQ(SUP)64D-TN-PC,u,USFWS,5,
204,1965,,,SU,MI,SHELTER BAY,,,,1632,MS4,MI6,LAT,,115525,1964,y,,LV,,,,,2079.45,0,MQ(SUP)64D-TN-PC-SC,u,USFWS,5,
217,1966,2,23,SU,WI,BARK BAY,BARK,,,1306,WISC,,LAT,,32240,1965,y,12,DOLV,,,,,580.32,0,MQ(SUP)65D-ST.CR.,u,WIDNR,5,
218,1966,3,31,SU,WI,LITTLE SAND BAY,LITTLE SAND,,,1308,WISC,,LAT,,11000,1965,y,13,DOLV,,,,,231,0,MQ(SUP)65D-ST.CR.,u,WIDNR,5,
219,1966,4,1,SU,WI,BARK BAY,BARK,,,1306,WISC,,LAT,,24036,1965,y,14,DOLV,,,,,528.79,0,MQ(SUP)65D-ST.CR.,u,WIDNR,5,
220,1966,4,26,SU,WI,RASPBERRY BAY,RASPBERRY,,,1309,WISC,,LAT,,22775,1965,y,14,DOLV,,,,,409.95,0,BAY-65D-BAY,u,WIDNR,5,
221,1966,5,2,MI,MI,OLD MISSION POINT 816,,,,816,MM4,,LAT,,98300,1965,y,15,RP,,,,,1867.7,0,MQ(SUP)65D-JR,u,USFWS,5,
222,1966,5,2,SU,ON,BATCHAWANA BAY,BATCHAWANA,,,1347,OS7,,LAT,,50000,1965,y,16,DORV,,,,,250,0,HL(SUP)65D-TAR,u,OMNR,5,
223,1966,5,3,MI,MI,LELAND,,,,714,MM5,,LAT,,100000,1965,y,15,RP,,,,,1900,0,MQ(SUP)65D-JR,u,USFWS,5,
224,1966,5,4,MI,MI,CHARLEVOIX,CHARLEVOIX,,,616,MM3,,LAT,,75400,1965,y,16,RP,,,,,1206.4,0,MQ(SUP)65D-JR,u,USFWS,5,
225,1966,5,4,SU,WI,FROG BAY,FROG,,,1409,WISC,WI2,LAT,,85105,1965,y,15,DOLV,,,,,1446.79,0,MQ(SUP)65D-BAY,u,WIDNR,5,
226,1966,5,4,SU,ON,MICHIPICOTEN BAY,MICHIPICOTEN,,,744,OS6,,LAT,,25000,1965,y,16,ADRP,,,,,100,0,IL(MISH)65W-TAR,u,OMNR,5,
227,1966,5,5,SU,ON,MICHIPICOTEN HARBOR,MICHIPICOTEN,,,744,OS6,,LAT,,8200,1965,y,16,ADRP,,,,,49.2,0,HL(SUP)65D-TAR,b,OMNR,5,
228,1966,5,5,SU,ON,MICHIPICOTEN HARBOR,MICHIPICOTEN,,,744,OS6,,LAT,,10500,1965,y,16,ADRP,,,,,31.5,0,IL(MAN)65W-TAR,b,OMNR,5,
229,1966,5,5,SU,ON,OTTER HEAD,OTTERHEAD,,,637,OS6,,LAT,,8200,1965,y,16,ADRP,,,,,49.2,0,HL(SUP)65D-TAR,b,OMNR,5,
230,1966,5,5,SU,ON,OTTER HEAD,OTTERHEAD,,,637,OS6,,LAT,,10500,1965,y,16,ADRP,,,,,31.5,0,IL(MAN)65W-TAR,b,OMNR,5,
231,1966,5,6,SU,WI,ROYS PT,ROYS,,,1309,WISC,,LAT,,39451,1965,y,15,DOLV,,,,,710.12,0,BAY-65D-BAY,u,WIDNR,5,
232,1966,5,19,SU,WI,RED CLIFF MARINA,RED CLIFF,,,1309,WISC,,LAT,,14854,1965,y,15,DOLV,,,,,341.64,0,AI-65W-BAY,u,WIDNR,5,
233,1966,5,22,MI,MI,BOWERS HARBOR,BOWERS,,,815,MM4,,LAT,,49000,1965,y,15,RP,,,,,931,0,MQ(SUP)65D-JR,u,USFWS,5,
234,1966,5,25,SU,MI,BLACK RIVER HARBOR,BLACK,,,1413,MS2,MI2,LAT,,66240,1965,y,16,ADLV,,,,,1059.84,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
235,1966,6,12,MI,WI,ROWLEYS BAY,,,,607,WM3,,LAT,,100500,1965,y,15,LP,,,,,1708.5,0,MQ(SUP)65D-JR,u,USFWS,5,
236,1966,6,21,SU,MI,BETSY RIVER,BETSY,,,1126,MS3,MI4,LAT,,102750,1965,y,16,ADLV,,,,,1644,0,MQ(SUP)65D-JR-PC,u,USFWS,5,
237,1966,6,22,SU,MN,GRAND MARAIS,GRAND MARAIS,,,811,M3,,LAT,MI,27036,1965,y,,RP,,,,,497.46,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
238,1966,6,22,SU,MN,HOVLAND,HOVLAND,,,714,M3,MN3,LAT,MI,27035,1965,y,,RP,,,,,497.44,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
239,1966,6,23,SU,MI,BETE GRISE,BETE GRISE,,,1026,MS3,MI4,LAT,,92360,1965,y,16,ADLV,,,,,1662.48,0,MQ(SUP)65D-JR-PC,u,USFWS,5,
240,1966,6,24,SU,MN,BEAVER BAY,BEAVER,,,1106,M2,,LAT,MI,3891,1965,y,,RP,,,,,75.87,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
241,1966,6,24,SU,MN,BEAVER BAY,BEAVER,,,1106,M2,,LAT,MI,6088,1965,y,,RP,,,,,132.72,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
242,1966,6,24,SU,MN,KNIFE RIVER,KNIFE,,,1303,M1,,LAT,MI,9979,1965,y,,RP,,,,,217.54,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
243,1966,6,24,SU,MN,SPLIT ROCK RIVER,SPLIT,,,1106,M2,,LAT,MI,9979,1965,y,,RP,,,,,217.54,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
244,1966,6,24,SU,MN,STONEY POINT PALMERS,STONEY POINT,,,1303,M1,,LAT,MI,9979,1965,y,,RP,,,,,217.54,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
245,1966,7,12,SU,MI,PEQUAMING POINT,PEQUAMING,,,1323,MS3,MI4,LAT,,106571,1965,y,17,ADLV,,,,,1918.28,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,16-17 months of age
246,1966,7,14,MI,MI,GREILICKVILLE,GREILICKVILLE,,,915,MM4,,LAT,,65400,1965,y,17,RP,,,,,1896.6,0,MQ(SUP)65D-JR,u,USFWS,5,
247,1966,7,17,MI,MI,PORT SHELDON,,,,2011,MM7,,LAT,,99900,1965,y,16,RP,,,,,2597.4,0,MQ(SUP)65D-JR,u,USFWS,5,
248,1966,7,18,MI,MI,EPOUFETTE,EPOUFETTE,,,117,MM3,,LAT,,83500,1965,y,17,RP,,,,,2421.5,0,MQ(SUP)65D-JR,u,USFWS,5,
249,1966,7,18,SU,MN,BEAVER BAY,BEAVER,,,1106,M2,,LAT,MI,7167,1965,y,17,RP,,,,,177.02,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
250,1966,7,18,SU,MN,SPLIT ROCK RIVER,SPLIT,,,1106,M2,,LAT,MI,7167,1965,y,17,RP,,,,,177.02,0,MQ (SUP)65D-JR-CX-SC,u,USFWS,5,
251,1966,7,19,MI,MI,NAUBINWAY,,,,116,MM3,,LAT,,83800,1965,y,17,RP,,,,,2346.4,0,MQ(SUP)65D-JR,u,USFWS,5,
252,1966,9,28,MI,WI,SHERWOOD PT,,,,804,WM1,,LAT,,190300,1965,y,15,DOLV,,,,,3615.7,0,MQ(SUP)65D-JR,b,USFWS,5,
253,1966,10,10,SU,MN,KNIFE RIVER,KNIFE,,,1303,M1,,LAT,,22540,1966,ff,8,DOLP,,,,,87.91,0,MQ(SUP)66D-LAN,u,MNDNR,5,
254,1966,10,10,SU,MN,SPLIT ROCK RIVER,SPLIT,,,1106,M2,,LAT,,22540,1966,ff,8,DOLP,,,,,87.91,0,MQ(SUP)66D-LAN,u,MNDNR,5,
255,1966,10,10,SU,MN,STONEY POINT PALMERS,STONEY POINT,,,1303,M1,,LAT,,22425,1966,ff,8,DOLP,,,,,87.46,0,MQ(SUP)66D-LAN,u,MNDNR,5,
256,1966,10,21,SU,MN,GRAND MARAIS,GRAND MARAIS,,,811,M3,,LAT,,34270,1966,ff,8,DOLP,,,,,133.65,0,MQ(SUP)66D-LAN,u,MNDNR,5,
257,1966,10,21,SU,MN,HOVLAND,HOVLAND,,,714,M3,,LAT,,24416,1966,ff,8,DOLP,,,,,102.55,0,MQ(SUP)66D-LAN,u,MNDNR,5,
258,1966,10,21,SU,MN,KNIFE RIVER,KNIFE,,,1303,M1,,LAT,,25288,1966,ff,8,DOLP,,,,,106.21,0,MQ(SUP)66D-LAN,u,MNDNR,5,
259,1966,,,MI,MI,GRAND TRAVERSE BAY,,,,,MM4,,BKT,,20000,,sf,,NC,,,,,,0,,,MIDNR,7,
260,1966,,,MI,MI,GRAND TRAVERSE BAY,,,,,MM4,,BKT,,29240,,y,,NC,,,,,,0,,,MIDNR,7,
261,1966,,,MI,WI,ALGOMA KEWAUNEE,ALGOMA,,,,WM4,,BNT,,3375,,f,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
262,1966,,,MI,WI,ALGOMA KEWAUNEE,ALGOMA,,,,WM4,,BNT,,5000,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
263,1966,,,MI,WI,EASTERN DOOR COUNTY,EASTERN DOOR,,,,WM3,,BNT,,12925,,f,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
264,1966,,,MI,WI,EASTERN DOOR COUNTY,EASTERN DOOR,,,,WM3,,BNT,,14600,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
265,1966,,,MI,WI,TWO RIVERS MANITOWOC,TWO RIVERS,,,1303,WM4,,BNT,,2100,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
266,1966,,,MI,MI,BEAR RIVER,BEAR,,,519,MM3,,COS,,394800,,y,,NC,,,,,,0,,u,MIDNR,5,
267,1966,,,MI,MI,PLATTE RIVER,,,,912,MM5,,COS,,264600,,y,,NC,,,,,,0,,u,MIDNR,5,
268,1966,,,MI,WI,KEWAUNEE,,,,1104,WM4,,LAT,,120400,1965,y,16,LP,,,,,2287.6,0,MQ(SUP)65D-JR,u,USFWS,5,15-16 months of age
269,1966,,,MI,MI,LUDINGTON,,,,1410,MM6,,LAT,,164990,1965,y,15,DORV,,,,,3629.78,0,HA(GRN)65D-JR,u,USFWS,5,14-16 months of age
270,1966,,,MI,WI,MILWAUKEE REEF,,,,1905,WM5,,LAT,,201500,1965,y,,BV,,,,,3425.5,0,MQ(SUP)65D-JR,b,USFWS,5,
271,1966,,,MI,MI,PETOSKEY,,,,519,MM3,,LAT,,185000,1965,y,18,RP,,,,,6290,0,MQ(SUP)65D-JR,u,USFWS,5,
272,1966,,,MI,WI,STURGEON BAY CANAL,,,,905,WM3,,LAT,,148200,1965,y,17,LP,,,,,3112.2,0,MQ(SUP)65D-JR,u,USFWS,5,16-17 months of age
273,1966,,,MI,WI,ALGOMA KEWAUNEE,ALGOMA,,,,WM4,,RBT,,5600,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
274,1966,,,MI,WI,ALGOMA KEWAUNEE,ALGOMA,,,,WM4,,RBT,,11665,,f,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
275,1966,,,MI,MI,BEAR CREEK,BEAR,,,1111,MM6,,RBT,STT,50000,,y,,NC,,,,,,0,,,MIDNR,7,
276,1966,,,MI,MI,BLACK RIVER SOUTH HAVE,BLACK,,,2311,MM8,,RBT,,5000,,y,,NC,,,,,,0,,,MIDNR,7,
277,1966,,,MI,WI,EASTERN DOOR COUNTY,EASTERN DOOR,,,,WM3,,RBT,,19634,,f,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
278,1966,,,MI,WI,EASTERN DOOR COUNTY,EASTERN DOOR,,,,WM3,,RBT,,21930,,y,,XX,,,,,,0,,,WIDNR,7,Marked as XX: Unknown clip status
279,1966,,,MI,MI,LAKE CHARLEVOIX,,,,616,MM3,,RBT,,50000,,f,,NC,,,,,,0,,,MIDNR,7,
280,1966,,,MI,MI,LITTLE TRAVERSE BAY,,,,519,MM3,,RBT,,7500,,y,,NC,,,,,,0,,,MIDNR,7,
281,1966,,,MI,MI,MUSKEGON RIVER,,,,1810,MM7,,RBT,,27130,,y,,NC,,,,,,0,,,MIDNR,7,
282,1966,,,MI,MI,MUSKEGON RIVER,,,,1810,MM7,,RBT,STT,27130,,y,,NC,,,,,,0,,,MIDNR,7,
283,1966,,,MI,MI,PLATTE RIVER,,,,912,MM5,,RBT,,50000,,y,,NC,,,,,,0,,,MIDNR,7,
284,1966,,,SU,MI,BIG HURON RIVER,BIG HURON,,,1325,MS3,MI4,COS,,192400,,y,,NC,,,,,,0,,u,MIDNR,5,
285,1966,,,SU,WI,BAYFIELD,BAYFIELD,,,1409,WISC,WI2,LAT,,5624,1965,y,14,DOLV,,,,,95.61,0,MQ(SUP)65D-BAY,u,WIDNR,5,
286,1966,,,SU,WI,BAYFIELD,BAYFIELD,,,1409,WISC,WI2,LAT,,14130,1966,ff,11,DOLV,,,,,183.69,0,BAY-65D-BAY,u,WIDNR,5,
287,1966,,,SU,WI,BAYFIELD,BAYFIELD,,,1409,WISC,WI2,LAT,,14825,1966,ff,11,DOLV,,,,,222.38,0,MQ(SUP)65D-ST.CR.,u,WIDNR,5,
288,1966,,,SU,MI,BIG BAY,BIG BAY,,,1327,MS3,MI5,LAT,,178800,1965,y,17,ADLV,,,,,4648.8,0,HA(SUP)65D-CX-JR,u,USFWS,5,
289,1966,,,SU,MI,BIG TRAVERSE BAY,BIG TRAVERSE,,,1125,MS3,MI4,LAT,,151820,1965,y,16,ADLV,,,,,2732.76,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
290,1966,,,SU,MI,EAGLE HARBOR,EAGLE,,,925,MS3,MI3,LAT,,136091,1965,y,16,ADLV,,,,,2177.46,0,MQ(SUP)65D-JR-PC,u,USFWS,5,
291,1966,,,SU,ON,FLUOR ISL,FLUOR,,,325,OS4,,LAT,,37500,1965,y,15,ADLP,,,,,337.5,0,IL(WS)65W-DOR,b,OMNR,5,
292,1966,,,SU,MI,MUNISING,MUNISING,,,1634,MS4,MI6,LAT,,257847,1965,y,17,ADLV,,,,,7477.56,0,HA(SUP)65D-CX-JR,u,USFWS,5,
293,1966,,,SU,MI,GRAND MARAIS,GRAND MARAIS,,,1438,MS5,MI7,LAT,,250800,1965,y,17,ADLV,,,,,4012.8,0,HA(SUP)65D-CX-JR,u,USFWS,5,
294,1966,,,SU,ON,GOULAIS BAY,GOULAIS,,,1446,OS7,,LAT,,50000,1965,y,16,DORV,,,,,300,0,HL(SUP)65D-TAR,u,OMNR,5,
295,1966,,,SU,MI,HURON BAY,HURON,,,1424,MS3,MI4,LAT,,144876,1965,y,16,ADLV,,,,,2897.52,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
296,1966,,,SU,ON,JACKFISH BAY,JACKFISH,,,232,OS5,,LAT,,75000,1965,y,15,DOBV,,,,,825,0,HL(SUP)65D-DOR,u,OMNR,5,
297,1966,,,SU,WI,LITTLE SAND BAY,LITTLE SAND,,,1308,WISC,,LAT,,87830,1965,y,14,DOLV,,,,,1668.77,0,MQ(SUP)65D-ST.CR.BAY,u,WIDNR,5,13-14 months of age
298,1966,,,SU,MI,MARQUETTE HARBOR,MARQUETTE,,,1529,MS4,MI5,LAT,,126100,1965,y,17,ADLV,,,,,3152.5,0,HA(SUP)65D-CX-JR,u,USFWS,5,
299,1966,,,SU,ON,MAGNET PT,,,,422,OS4,,LAT,,37500,1965,y,15,ADLP,,,,,337.5,0,IL(WS)65W-DOR,b,OMNR,5,
300,1966,,,SU,ON,MICHIPICOTEN HARBOR,MICHIPICOTEN,,,744,OS6,,LAT,,31300,1965,y,16,ADRP,,,,,156.5,0,TAR(SUP)65D-TAR,b,OMNR,5,
301,1966,,,SU,ON,NIPIGON BAY,NIPIGON,,,124,OS3,,LAT,,75000,1965,y,15,BP,,,,,675,0,HL(SUP)65D-DOR,u,OMNR,5,
302,1966,,,SU,MI,ONTONAGON RIVER MOUTH,ONTONAGON,,,1318,MS2,MI2,LAT,,172420,1965,y,16,ADLV,,,,,3103.56,0,MQ(SUP)65D-JR-PC,u,USFWS,5,
303,1966,,,SU,ON,OTTER HEAD,OTTERHEAD,,,637,OS6,,LAT,,31300,1965,y,16,ADRP,,,,,156.5,0,TAR(SUP)65D-TAR,b,OMNR,5,
304,1966,,,SU,MI,PENDILLS BAY,PENDILLS,,,1645,MS6,MI8,LAT,,104739,1965,y,17,ADLV,,,,,2513.74,0,MQ(SUP)65D-JR-CX-PC,u,USFWS,5,
305,1966,,,SU,MI,SHELTER BAY,,,,1632,MS4,MI6,LAT,,173300,1965,y,17,ADLV,,,,,5025.7,0,HA(SUP)65D-CX-JR,u,USFWS,5,
306,1966,,,SU,MI,WHITEFISH PT,,,,1444,MS6,MI8,LAT,,153024,1965,y,17,ADLV,,,,,4131.65,0,MQ(SUP)65D-JR-CX-SC,u,USFWS,5,
328,1967,5,8,MI,MI,LUDINGTON,,,,1410,MM6,,LAT,,101410,1966,y,15,ADRP,,,,,1723.97,0,MQ(SUP)&HA(GRN)66D-J,b,USFWS,5,
329,1967,5,10,MI,IL,GREAT LAKES NAVAL,,,,2402,ILL,,LAT,,90430,1966,y,15,ADRV,,,,,1627.74,0,HA(GRN)66D-JR,u,USFWS,5,
330,1967,5,15,MI,MI,NEW BUFFALO,,,,2708,MM8,,LAT,,101740,1966,y,15,ADRP,,,,,2034.8,0,MQ(SUP)66D-JR,u,USFWS,5,
331,1967,5,18,MI,IN,BETHLEHEM STEEL DOCK,,,,2706,IND,,LAT,,87380,1966,y,15,ADRV,,,,,1660.22,0,HA(GRN)66D-JR,u,USFWS,5,
332,1967,5,23,MI,WI,SAND BAY,,,,607,WM3,,LAT,,101277,1966,y,16,ADLV,,,,,2025.54,0,MQ(SUP)66D-JR,u,USFWS,5,
333,1967,5,31,MI,MI,ACME,ACME,,,916,MM4,,LAT,,80938,1966,y,16,ADLP,,,,,1699.7,0,MQ(SUP)66D-JR,u,USFWS,5,
